Date,Product,Demand,Inventory,Price,Promotion,Festival,Temperature,Month,Weekday,Season
2025-03-14,Makhana,116,654,285,0,0,34,3,Friday,Summer
2025-03-15,Makhana,154,500,218,1,0,27,3,Saturday,Summer
2025-03-16,Makhana,146,354,209,1,0,19,3,Sunday,Summer
2025-03-17,Makhana,117,237,250,0,0,35,3,Monday,Summer
2025-03-18,Makhana,139,902,247,1,0,31,3,Tuesday,Summer
2025-03-19,Makhana,141,761,257,1,0,26,3,Wednesday,Summer
2025-03-20,Makhana,124,637,307,0,0,37,3,Thursday,Summer
2025-03-21,Makhana,139,498,244,1,0,34,3,Friday,Summer
2025-03-22,Makhana,129,369,262,0,0,20,3,Saturday,Summer
2025-03-23,Makhana,154,215,221,1,0,19,3,Sunday,Summer
2025-03-24,Makhana,134,874,301,1,0,34,3,Monday,Summer
2025-03-25,Makhana,123,751,289,0,0,20,3,Tuesday,Summer
2025-03-26,Makhana,117,634,236,0,0,29,3,Wednesday,Summer
2025-03-27,Makhana,116,518,304,0,0,18,3,Thursday,Summer
2025-03-28,Makhana,144,374,244,1,0,36,3,Friday,Summer
2025-03-29,Makhana,127,247,195,0,0,29,3,Saturday,Summer
2025-03-30,Makhana,128,810,279,0,0,27,3,Sunday,Summer
2025-03-31,Makhana,145,665,202,1,0,24,3,Monday,Summer
2025-04-01,Makhana,121,544,287,0,0,32,4,Tuesday,Summer
2025-04-02,Makhana,142,402,257,1,0,33,4,Wednesday,Summer
2025-04-03,Makhana,117,285,181,0,0,27,4,Thursday,Summer
2025-04-04,Makhana,115,170,319,0,0,23,4,Friday,Summer
2025-04-05,Makhana,131,596,308,0,0,32,4,Saturday,Summer
2025-04-06,Makhana,133,463,224,0,0,18,4,Sunday,Summer
2025-04-07,Makhana,124,339,314,0,0,32,4,Monday,Summer
2025-04-08,Makhana,136,203,215,1,0,30,4,Tuesday,Summer
2025-04-09,Makhana,145,612,248,1,0,19,4,Wednesday,Summer
2025-04-10,Makhana,138,474,298,1,0,33,4,Thursday,Summer
2025-04-11,Makhana,124,350,214,0,0,32,4,Friday,Summer
2025-04-12,Makhana,126,224,276,0,0,26,4,Saturday,Summer
2025-04-13,Makhana,154,612,211,1,0,35,4,Sunday,Summer
2025-04-14,Makhana,115,497,240,0,0,31,4,Monday,Summer
2025-04-15,Makhana,120,377,282,0,0,27,4,Tuesday,Summer
2025-04-16,Makhana,116,261,305,0,0,34,4,Wednesday,Summer
2025-04-17,Makhana,117,699,230,0,0,29,4,Thursday,Summer
2025-04-18,Makhana,125,574,207,0,0,34,4,Friday,Summer
2025-04-19,Makhana,127,447,293,0,0,24,4,Saturday,Summer
2025-04-20,Makhana,136,311,253,0,0,22,4,Sunday,Summer
2025-04-21,Makhana,119,192,220,0,0,30,4,Monday,Summer
2025-04-22,Makhana,122,785,276,0,0,34,4,Tuesday,Summer
2025-04-23,Makhana,136,649,241,1,0,26,4,Wednesday,Summer
2025-04-24,Makhana,115,534,296,0,0,35,4,Thursday,Summer
2025-04-25,Makhana,143,391,264,1,0,35,4,Friday,Summer
2025-04-26,Makhana,138,253,288,0,0,34,4,Saturday,Summer
2025-04-27,Makhana,127,707,280,0,0,30,4,Sunday,Summer
2025-04-28,Makhana,115,592,311,0,0,35,4,Monday,Summer
2025-04-29,Makhana,122,470,299,0,0,32,4,Tuesday,Summer
2025-04-30,Makhana,145,325,194,1,0,22,4,Wednesday,Summer
2025-05-01,Makhana,139,186,205,1,0,31,5,Thursday,Summer
2025-05-02,Makhana,132,851,310,1,0,19,5,Friday,Summer
2025-05-03,Makhana,125,726,255,0,0,34,5,Saturday,Summer
2025-05-04,Makhana,140,586,228,0,0,20,5,Sunday,Summer
2025-05-05,Makhana,134,452,297,1,0,24,5,Monday,Summer
2025-05-06,Makhana,118,334,233,0,0,18,5,Tuesday,Summer
2025-05-07,Makhana,124,210,297,0,0,33,5,Wednesday,Summer
2025-05-08,Makhana,122,987,271,0,0,23,5,Thursday,Summer
2025-05-09,Makhana,121,866,257,0,0,28,5,Friday,Summer
2025-05-10,Makhana,138,728,205,0,0,30,5,Saturday,Summer
2025-05-11,Makhana,129,599,247,0,0,28,5,Sunday,Summer
2025-05-12,Makhana,115,484,319,0,0,29,5,Monday,Summer
2025-05-13,Makhana,122,362,305,0,0,19,5,Tuesday,Summer
2025-05-14,Makhana,119,243,227,0,0,21,5,Wednesday,Summer
2025-05-15,Makhana,124,823,266,0,0,32,5,Thursday,Summer
2025-05-16,Makhana,116,707,263,0,0,37,5,Friday,Summer
2025-05-17,Makhana,132,575,245,0,0,21,5,Saturday,Summer
2025-05-18,Makhana,130,445,279,0,0,35,5,Sunday,Summer
2025-05-19,Makhana,125,320,296,0,0,36,5,Monday,Summer
2025-05-20,Makhana,117,203,185,0,0,37,5,Tuesday,Summer
2025-05-21,Makhana,141,630,227,1,0,24,5,Wednesday,Summer
2025-05-22,Makhana,117,513,301,0,0,22,5,Thursday,Summer
2025-05-23,Makhana,119,394,188,0,0,32,5,Friday,Summer
2025-05-24,Makhana,125,269,251,0,0,28,5,Saturday,Summer
2025-05-25,Makhana,149,633,298,1,0,31,5,Sunday,Summer
2025-05-26,Makhana,120,513,287,0,0,31,5,Monday,Summer
2025-05-27,Makhana,124,389,301,0,0,34,5,Tuesday,Summer
2025-05-28,Makhana,117,272,180,0,0,29,5,Wednesday,Summer
2025-05-29,Makhana,124,732,277,0,0,27,5,Thursday,Summer
2025-05-30,Makhana,118,614,261,0,0,22,5,Friday,Summer
2025-05-31,Makhana,146,468,277,1,0,23,5,Saturday,Summer
2025-06-01,Makhana,140,328,306,0,0,29,6,Sunday,Monsoon
2025-06-02,Makhana,122,206,318,0,0,21,6,Monday,Monsoon
2025-06-03,Makhana,118,879,291,0,0,25,6,Tuesday,Monsoon
2025-06-04,Makhana,120,759,265,0,0,29,6,Wednesday,Monsoon
2025-06-05,Makhana,121,638,199,0,0,24,6,Thursday,Monsoon
2025-06-06,Makhana,124,514,217,0,0,29,6,Friday,Monsoon
2025-06-07,Makhana,134,380,301,0,0,23,6,Saturday,Monsoon
2025-06-08,Makhana,128,252,230,0,0,27,6,Sunday,Monsoon
2025-06-09,Makhana,119,921,249,0,0,24,6,Monday,Monsoon
2025-06-10,Makhana,122,799,236,0,0,37,6,Tuesday,Monsoon
2025-06-11,Makhana,146,653,253,1,0,31,6,Wednesday,Monsoon
2025-06-12,Makhana,145,508,205,1,0,28,6,Thursday,Monsoon
2025-06-13,Makhana,123,385,305,0,0,24,6,Friday,Monsoon
2025-06-14,Makhana,144,241,263,1,0,20,6,Saturday,Monsoon
2025-06-15,Makhana,130,991,289,0,0,25,6,Sunday,Monsoon
2025-06-16,Makhana,140,851,266,1,0,37,6,Monday,Monsoon
2025-06-17,Makhana,137,714,192,1,0,25,6,Tuesday,Monsoon
2025-06-18,Makhana,124,590,273,0,0,36,6,Wednesday,Monsoon
2025-06-19,Makhana,125,465,233,0,0,33,6,Thursday,Monsoon
2025-06-20,Makhana,122,343,213,0,0,25,6,Friday,Monsoon
2025-06-21,Makhana,149,194,192,1,0,36,6,Saturday,Monsoon
2025-06-22,Makhana,156,645,255,1,0,19,6,Sunday,Monsoon
2025-06-23,Makhana,143,502,181,1,0,22,6,Monday,Monsoon
2025-06-24,Makhana,124,378,267,0,0,29,6,Tuesday,Monsoon
2025-06-25,Makhana,122,256,252,0,0,32,6,Wednesday,Monsoon
2025-06-26,Makhana,141,947,253,1,0,37,6,Thursday,Monsoon
2025-06-27,Makhana,116,831,285,0,0,24,6,Friday,Monsoon
2025-06-28,Makhana,132,699,264,0,0,23,6,Saturday,Monsoon
2025-06-29,Makhana,132,567,264,0,0,33,6,Sunday,Monsoon
2025-06-30,Makhana,115,452,302,0,0,33,6,Monday,Monsoon
2025-07-01,Makhana,118,334,283,0,0,33,7,Tuesday,Monsoon
2025-07-02,Makhana,144,190,223,1,0,29,7,Wednesday,Monsoon
2025-07-03,Makhana,115,899,188,0,0,29,7,Thursday,Monsoon
2025-07-04,Makhana,139,760,278,1,0,22,7,Friday,Monsoon
2025-07-05,Makhana,154,606,285,1,0,30,7,Saturday,Monsoon
2025-07-06,Makhana,141,465,247,0,0,18,7,Sunday,Monsoon
2025-07-07,Makhana,123,342,280,0,0,36,7,Monday,Monsoon
2025-07-08,Makhana,123,219,184,0,0,36,7,Tuesday,Monsoon
2025-07-09,Makhana,124,945,319,0,0,21,7,Wednesday,Monsoon
2025-07-10,Makhana,122,823,215,0,0,29,7,Thursday,Monsoon
2025-07-11,Makhana,119,704,188,0,0,35,7,Friday,Monsoon
2025-07-12,Makhana,133,571,284,0,0,31,7,Saturday,Monsoon
2025-07-13,Makhana,127,444,207,0,0,27,7,Sunday,Monsoon
2025-07-14,Makhana,134,310,277,1,0,27,7,Monday,Monsoon
2025-07-15,Makhana,124,186,196,0,0,33,7,Tuesday,Monsoon
2025-07-16,Makhana,136,843,269,1,0,34,7,Wednesday,Monsoon
2025-07-17,Makhana,118,725,238,0,0,26,7,Thursday,Monsoon
2025-07-18,Makhana,121,604,309,0,0,34,7,Friday,Monsoon
2025-07-19,Makhana,137,467,227,0,0,36,7,Saturday,Monsoon
2025-07-20,Makhana,145,322,259,1,0,32,7,Sunday,Monsoon
2025-07-21,Makhana,125,197,292,0,0,35,7,Monday,Monsoon
2025-07-22,Makhana,133,914,255,1,0,21,7,Tuesday,Monsoon
2025-07-23,Makhana,142,772,263,1,0,32,7,Wednesday,Monsoon
2025-07-24,Makhana,135,637,216,1,0,30,7,Thursday,Monsoon
2025-07-25,Makhana,116,521,241,0,0,21,7,Friday,Monsoon
2025-07-26,Makhana,128,393,288,0,0,29,7,Saturday,Monsoon
2025-07-27,Makhana,133,260,247,0,0,19,7,Sunday,Monsoon
2025-07-28,Makhana,142,848,221,1,0,26,7,Monday,Monsoon
2025-07-29,Makhana,145,703,281,1,0,36,7,Tuesday,Monsoon
2025-07-30,Makhana,115,588,271,0,0,34,7,Wednesday,Monsoon
2025-07-31,Makhana,119,469,209,0,0,34,7,Thursday,Monsoon
2025-08-01,Makhana,119,350,237,0,0,37,8,Friday,Monsoon
2025-08-02,Makhana,132,218,229,0,0,18,8,Saturday,Monsoon
2025-08-03,Makhana,164,819,215,1,0,29,8,Sunday,Monsoon
2025-08-04,Makhana,123,696,308,0,0,24,8,Monday,Monsoon
2025-08-05,Makhana,119,577,271,0,0,33,8,Tuesday,Monsoon
2025-08-06,Makhana,136,441,204,1,0,22,8,Wednesday,Monsoon
2025-08-07,Makhana,116,325,236,0,0,36,8,Thursday,Monsoon
2025-08-08,Makhana,115,210,310,0,0,27,8,Friday,Monsoon
2025-08-09,Makhana,134,630,246,0,0,30,8,Saturday,Monsoon
2025-08-10,Makhana,127,503,291,0,0,23,8,Sunday,Monsoon
2025-08-11,Makhana,115,388,266,0,0,26,8,Monday,Monsoon
2025-08-12,Makhana,116,272,198,0,0,36,8,Tuesday,Monsoon
2025-08-13,Makhana,120,152,221,0,0,27,8,Wednesday,Monsoon
2025-08-14,Makhana,135,774,206,1,0,32,8,Thursday,Monsoon
2025-08-15,Makhana,118,656,198,0,0,34,8,Friday,Monsoon
2025-08-16,Makhana,148,508,260,1,0,24,8,Saturday,Monsoon
2025-08-17,Makhana,129,379,208,0,0,26,8,Sunday,Monsoon
2025-08-18,Makhana,122,257,193,0,0,22,8,Monday,Monsoon
2025-08-19,Makhana,123,650,191,0,0,35,8,Tuesday,Monsoon
2025-08-20,Makhana,139,511,202,1,0,34,8,Wednesday,Monsoon
2025-08-21,Makhana,146,365,194,1,0,20,8,Thursday,Monsoon
2025-08-22,Makhana,117,248,288,0,0,29,8,Friday,Monsoon
2025-08-23,Makhana,126,631,288,0,0,18,8,Saturday,Monsoon
2025-08-24,Makhana,130,501,291,0,0,31,8,Sunday,Monsoon
2025-08-25,Makhana,116,385,261,0,0,29,8,Monday,Monsoon
2025-08-26,Makhana,116,269,250,0,0,21,8,Tuesday,Monsoon
2025-08-27,Makhana,120,848,316,0,0,26,8,Wednesday,Monsoon
2025-08-28,Makhana,130,718,312,1,0,31,8,Thursday,Monsoon
2025-08-29,Makhana,118,600,202,0,0,33,8,Friday,Monsoon
2025-08-30,Makhana,132,468,247,0,0,32,8,Saturday,Monsoon
2025-08-31,Makhana,136,332,274,0,0,29,8,Sunday,Monsoon
2025-09-01,Makhana,139,193,221,1,0,23,9,Monday,Autumn
2025-09-02,Makhana,121,679,253,0,0,32,9,Tuesday,Autumn
2025-09-03,Makhana,136,543,241,1,0,26,9,Wednesday,Autumn
2025-09-04,Makhana,125,418,298,0,0,19,9,Thursday,Autumn
2025-09-05,Makhana,120,298,224,0,0,36,9,Friday,Autumn
2025-09-06,Makhana,142,156,280,1,0,35,9,Saturday,Autumn
2025-09-07,Makhana,151,836,230,1,0,20,9,Sunday,Autumn
2025-09-08,Makhana,115,721,186,0,0,30,9,Monday,Autumn
2025-09-09,Makhana,118,603,317,0,0,24,9,Tuesday,Autumn
2025-09-10,Makhana,118,485,313,0,0,36,9,Wednesday,Autumn
2025-09-11,Makhana,124,361,316,0,0,30,9,Thursday,Autumn
2025-09-12,Makhana,122,239,183,0,0,20,9,Friday,Autumn
2025-09-13,Makhana,129,665,233,0,0,20,9,Saturday,Autumn
2025-09-14,Makhana,134,531,225,0,0,31,9,Sunday,Autumn
2025-09-15,Makhana,120,411,196,0,0,21,9,Monday,Autumn
2025-09-16,Makhana,117,294,260,0,0,26,9,Tuesday,Autumn
2025-09-17,Makhana,142,152,245,1,0,37,9,Wednesday,Autumn
2025-09-18,Makhana,125,633,201,0,0,32,9,Thursday,Autumn
2025-09-19,Makhana,138,495,319,1,0,22,9,Friday,Autumn
2025-09-20,Makhana,158,337,236,1,0,30,9,Saturday,Autumn
2025-09-21,Makhana,138,199,219,0,0,33,9,Sunday,Autumn
2025-09-22,Makhana,117,799,182,0,0,22,9,Monday,Autumn
2025-09-23,Makhana,121,678,296,0,0,27,9,Tuesday,Autumn
2025-09-24,Makhana,116,562,246,0,0,25,9,Wednesday,Autumn
2025-09-25,Makhana,121,441,245,0,0,23,9,Thursday,Autumn
2025-09-26,Makhana,118,323,319,0,0,24,9,Friday,Autumn
2025-09-27,Makhana,156,167,304,1,0,31,9,Saturday,Autumn
2025-09-28,Makhana,133,785,263,0,0,32,9,Sunday,Autumn
2025-09-29,Makhana,122,663,228,0,0,37,9,Monday,Autumn
2025-09-30,Makhana,116,547,312,0,0,24,9,Tuesday,Autumn
2025-10-01,Makhana,142,405,243,0,1,27,10,Wednesday,Autumn
2025-10-02,Makhana,148,257,266,0,1,18,10,Thursday,Autumn
2025-10-03,Makhana,150,956,277,0,1,19,10,Friday,Autumn
2025-10-04,Makhana,170,786,271,0,1,24,10,Saturday,Autumn
2025-10-05,Makhana,162,624,226,0,1,23,10,Sunday,Autumn
2025-10-06,Makhana,154,470,227,1,1,36,10,Monday,Autumn
2025-10-07,Makhana,167,303,218,1,1,21,10,Tuesday,Autumn
2025-10-08,Makhana,138,165,190,0,1,18,10,Wednesday,Autumn
2025-10-09,Makhana,148,739,200,0,1,24,10,Thursday,Autumn
2025-10-10,Makhana,163,576,290,1,1,35,10,Friday,Autumn
2025-10-11,Makhana,149,427,308,0,1,28,10,Saturday,Autumn
2025-10-12,Makhana,149,278,305,0,1,29,10,Sunday,Autumn
2025-10-13,Makhana,143,710,189,0,1,35,10,Monday,Autumn
2025-10-14,Makhana,136,574,249,0,1,33,10,Tuesday,Autumn
2025-10-15,Makhana,174,400,269,1,1,23,10,Wednesday,Autumn
2025-10-16,Makhana,148,252,194,0,1,33,10,Thursday,Autumn
2025-10-17,Makhana,135,992,226,0,1,30,10,Friday,Autumn
2025-10-18,Makhana,162,830,269,0,1,23,10,Saturday,Autumn
2025-10-19,Makhana,159,671,296,0,1,24,10,Sunday,Autumn
2025-10-20,Makhana,140,531,264,0,1,37,10,Monday,Autumn
2025-10-21,Makhana,161,370,272,1,1,33,10,Tuesday,Autumn
2025-10-22,Makhana,150,220,317,0,1,33,10,Wednesday,Autumn
2025-10-23,Makhana,141,810,216,0,1,24,10,Thursday,Autumn
2025-10-24,Makhana,153,657,193,0,1,18,10,Friday,Autumn
2025-10-25,Makhana,167,490,269,0,1,36,10,Saturday,Autumn
2025-10-26,Makhana,176,314,312,1,1,27,10,Sunday,Autumn
2025-10-27,Makhana,147,167,206,0,1,31,10,Monday,Autumn
2025-10-28,Makhana,138,681,308,0,1,27,10,Tuesday,Autumn
2025-10-29,Makhana,144,537,249,0,1,19,10,Wednesday,Autumn
2025-10-30,Makhana,138,399,282,0,1,33,10,Thursday,Autumn
2025-10-31,Makhana,143,256,308,0,1,37,10,Friday,Autumn
2025-11-01,Makhana,189,590,224,0,1,30,11,Saturday,Autumn
2025-11-02,Makhana,194,396,194,1,1,19,11,Sunday,Autumn
2025-11-03,Makhana,179,217,222,1,1,22,11,Monday,Autumn
2025-11-04,Makhana,147,747,282,0,1,26,11,Tuesday,Autumn
2025-11-05,Makhana,157,590,228,0,1,18,11,Wednesday,Autumn
2025-11-06,Makhana,174,416,311,1,1,37,11,Thursday,Autumn
2025-11-07,Makhana,153,263,214,0,1,33,11,Friday,Autumn
2025-11-08,Makhana,176,911,262,0,1,18,11,Saturday,Autumn
2025-11-09,Makhana,171,740,279,0,1,21,11,Sunday,Autumn
2025-11-10,Makhana,164,576,201,1,1,19,11,Monday,Autumn
2025-11-11,Makhana,158,418,208,0,1,34,11,Tuesday,Autumn
2025-11-12,Makhana,168,250,228,0,1,22,11,Wednesday,Autumn
2025-11-13,Makhana,146,605,282,0,1,32,11,Thursday,Autumn
2025-11-14,Makhana,156,449,311,0,1,29,11,Friday,Autumn
2025-11-15,Makhana,176,273,260,0,1,27,11,Saturday,Autumn
2025-11-16,Makhana,187,594,279,0,1,35,11,Sunday,Autumn
2025-11-17,Makhana,168,426,258,0,1,21,11,Monday,Autumn
2025-11-18,Makhana,185,241,293,1,1,27,11,Tuesday,Autumn
2025-11-19,Makhana,158,895,199,0,1,33,11,Wednesday,Autumn
2025-11-20,Makhana,154,741,271,0,1,37,11,Thursday,Autumn
2025-11-21,Makhana,152,589,297,0,1,22,11,Friday,Autumn
2025-11-22,Makhana,171,418,208,0,1,20,11,Saturday,Autumn
2025-11-23,Makhana,173,245,204,0,1,36,11,Sunday,Autumn
2025-11-24,Makhana,181,809,316,1,1,19,11,Monday,Autumn
2025-11-25,Makhana,153,656,256,0,1,31,11,Tuesday,Autumn
2025-11-26,Makhana,163,493,306,0,1,19,11,Wednesday,Autumn
2025-11-27,Makhana,157,336,234,0,1,20,11,Thursday,Autumn
2025-11-28,Makhana,170,166,232,0,1,23,11,Friday,Autumn
2025-11-29,Makhana,192,827,190,1,1,24,11,Saturday,Autumn
2025-11-30,Makhana,172,655,293,0,1,28,11,Sunday,Autumn
2025-12-01,Makhana,133,522,236,0,0,32,12,Monday,Winter
2025-12-02,Makhana,155,367,198,1,0,22,12,Tuesday,Winter
2025-12-03,Makhana,134,233,219,0,0,36,12,Wednesday,Winter
2025-12-04,Makhana,140,821,212,0,0,36,12,Thursday,Winter
2025-12-05,Makhana,137,684,205,0,0,29,12,Friday,Winter
2025-12-06,Makhana,148,536,205,0,0,22,12,Saturday,Winter
2025-12-07,Makhana,148,388,202,0,0,18,12,Sunday,Winter
2025-12-08,Makhana,130,258,209,0,0,33,12,Monday,Winter
2025-12-09,Makhana,134,757,309,0,0,34,12,Tuesday,Winter
2025-12-10,Makhana,158,599,251,1,0,27,12,Wednesday,Winter
2025-12-11,Makhana,139,460,185,0,0,24,12,Thursday,Winter
2025-12-12,Makhana,150,310,283,1,0,35,12,Friday,Winter
2025-12-13,Makhana,158,152,188,0,0,32,12,Saturday,Winter
2025-12-14,Makhana,139,742,213,0,0,20,12,Sunday,Winter
2025-12-15,Makhana,141,601,249,0,0,33,12,Monday,Winter
2025-12-16,Makhana,129,472,282,0,0,26,12,Tuesday,Winter
2025-12-17,Makhana,131,341,318,0,0,21,12,Wednesday,Winter
2025-12-18,Makhana,134,207,309,0,0,22,12,Thursday,Winter
2025-12-19,Makhana,134,886,279,0,0,28,12,Friday,Winter
2025-12-20,Makhana,152,734,222,0,0,33,12,Saturday,Winter
2025-12-21,Makhana,145,589,245,0,0,23,12,Sunday,Winter
2025-12-22,Makhana,155,434,257,1,0,33,12,Monday,Winter
2025-12-23,Makhana,132,302,269,0,0,35,12,Tuesday,Winter
2025-12-24,Makhana,135,167,244,0,0,27,12,Wednesday,Winter
2025-12-25,Makhana,134,549,207,0,0,30,12,Thursday,Winter
2025-12-26,Makhana,156,393,310,1,0,29,12,Friday,Winter
2025-12-27,Makhana,151,242,248,0,0,26,12,Saturday,Winter
2025-12-28,Makhana,152,754,273,1,0,31,12,Sunday,Winter
2025-12-29,Makhana,162,592,309,1,0,25,12,Monday,Winter
2025-12-30,Makhana,128,464,282,0,0,22,12,Tuesday,Winter
2025-12-31,Makhana,148,316,272,1,0,37,12,Wednesday,Winter
2024-01-01,Chia Seeds,80,570,397,0,0,35,1,Monday,Winter
2024-01-02,Chia Seeds,83,487,409,0,0,23,1,Tuesday,Winter
2024-01-03,Chia Seeds,77,410,250,0,0,36,1,Wednesday,Winter
2024-01-04,Chia Seeds,97,313,306,1,0,36,1,Thursday,Winter
2024-01-05,Chia Seeds,79,234,271,0,0,24,1,Friday,Winter
2024-01-06,Chia Seeds,109,728,408,1,0,22,1,Saturday,Winter
2024-01-07,Chia Seeds,108,620,265,1,0,35,1,Sunday,Winter
2024-01-08,Chia Seeds,84,536,288,0,0,31,1,Monday,Winter
2024-01-09,Chia Seeds,102,434,377,1,0,35,1,Tuesday,Winter
2024-01-10,Chia Seeds,85,349,264,0,0,21,1,Wednesday,Winter
2024-01-11,Chia Seeds,79,270,418,0,0,27,1,Thursday,Winter
2024-01-12,Chia Seeds,88,182,256,1,0,21,1,Friday,Winter
2024-01-13,Chia Seeds,98,612,265,0,0,20,1,Saturday,Winter
2024-01-14,Chia Seeds,101,511,402,1,0,34,1,Sunday,Winter
2024-01-15,Chia Seeds,85,426,391,0,0,37,1,Monday,Winter
2024-01-16,Chia Seeds,79,347,352,0,0,30,1,Tuesday,Winter
2024-01-17,Chia Seeds,93,254,267,1,0,26,1,Wednesday,Winter
2024-01-18,Chia Seeds,80,174,266,0,0,36,1,Thursday,Winter
2024-01-19,Chia Seeds,77,630,369,0,0,22,1,Friday,Winter
2024-01-20,Chia Seeds,95,535,337,0,0,28,1,Saturday,Winter
2024-01-21,Chia Seeds,92,443,329,0,0,24,1,Sunday,Winter
2024-01-22,Chia Seeds,84,359,265,0,0,25,1,Monday,Winter
2024-01-23,Chia Seeds,77,282,270,0,0,35,1,Tuesday,Winter
2024-01-24,Chia Seeds,75,207,281,0,0,26,1,Wednesday,Winter
2024-01-25,Chia Seeds,85,758,397,0,0,19,1,Thursday,Winter
2024-01-26,Chia Seeds,80,678,252,0,0,37,1,Friday,Winter
2024-01-27,Chia Seeds,94,584,250,0,0,22,1,Saturday,Winter
2024-01-28,Chia Seeds,121,463,370,1,0,31,1,Sunday,Winter
2024-01-29,Chia Seeds,81,382,295,0,0,27,1,Monday,Winter
2024-01-30,Chia Seeds,82,300,413,0,0,33,1,Tuesday,Winter
2024-01-31,Chia Seeds,80,220,340,0,0,37,1,Wednesday,Winter
2024-02-01,Chia Seeds,76,870,286,0,0,26,2,Thursday,Winter
2024-02-02,Chia Seeds,95,775,355,1,0,36,2,Friday,Winter
2024-02-03,Chia Seeds,97,678,260,0,0,34,2,Saturday,Winter
2024-02-04,Chia Seeds,95,583,396,0,0,29,2,Sunday,Winter
2024-02-05,Chia Seeds,85,498,350,0,0,22,2,Monday,Winter
2024-02-06,Chia Seeds,76,422,356,0,0,29,2,Tuesday,Winter
2024-02-07,Chia Seeds,78,344,381,0,0,35,2,Wednesday,Winter
2024-02-08,Chia Seeds,85,259,339,0,0,36,2,Thursday,Winter
2024-02-09,Chia Seeds,82,177,372,0,0,25,2,Friday,Winter
2024-02-10,Chia Seeds,88,981,391,0,0,27,2,Saturday,Winter
2024-02-11,Chia Seeds,87,894,416,0,0,31,2,Sunday,Winter
2024-02-12,Chia Seeds,85,809,288,0,0,27,2,Monday,Winter
2024-02-13,Chia Seeds,77,732,297,0,0,37,2,Tuesday,Winter
2024-02-14,Chia Seeds,76,656,400,0,0,30,2,Wednesday,Winter
2024-02-15,Chia Seeds,105,551,258,1,0,36,2,Thursday,Winter
2024-02-16,Chia Seeds,79,472,395,0,0,18,2,Friday,Winter
2024-02-17,Chia Seeds,90,382,292,0,0,19,2,Saturday,Winter
2024-02-18,Chia Seeds,90,292,389,0,0,21,2,Sunday,Winter
2024-02-19,Chia Seeds,76,216,251,0,0,32,2,Monday,Winter
2024-02-20,Chia Seeds,75,798,384,0,0,31,2,Tuesday,Winter
2024-02-21,Chia Seeds,94,704,337,1,0,23,2,Wednesday,Winter
2024-02-22,Chia Seeds,82,622,369,0,0,23,2,Thursday,Winter
2024-02-23,Chia Seeds,85,537,273,0,0,18,2,Friday,Winter
2024-02-24,Chia Seeds,114,423,405,1,0,25,2,Saturday,Winter
2024-02-25,Chia Seeds,90,333,388,0,0,27,2,Sunday,Winter
2024-02-26,Chia Seeds,84,249,277,0,0,35,2,Monday,Winter
2024-02-27,Chia Seeds,82,167,385,0,0,27,2,Tuesday,Winter
2024-02-28,Chia Seeds,98,829,381,1,0,21,2,Wednesday,Winter
2024-02-29,Chia Seeds,76,753,279,0,0,25,2,Thursday,Winter
2024-03-01,Chia Seeds,102,651,286,0,0,19,3,Friday,Summer
2024-03-02,Chia Seeds,111,540,302,0,0,35,3,Saturday,Summer
2024-03-03,Chia Seeds,125,415,405,1,0,22,3,Sunday,Summer
2024-03-04,Chia Seeds,103,312,397,0,0,36,3,Monday,Summer
2024-03-05,Chia Seeds,94,218,256,0,0,24,3,Tuesday,Summer
2024-03-06,Chia Seeds,96,925,307,0,0,26,3,Wednesday,Summer
2024-03-07,Chia Seeds,102,823,274,0,0,37,3,Thursday,Summer
2024-03-08,Chia Seeds,95,728,288,0,0,32,3,Friday,Summer
2024-03-09,Chia Seeds,105,623,396,0,0,32,3,Saturday,Summer
2024-03-10,Chia Seeds,114,509,350,1,0,26,3,Sunday,Summer
2024-03-11,Chia Seeds,91,418,255,0,0,28,3,Monday,Summer
2024-03-12,Chia Seeds,94,324,360,0,0,19,3,Tuesday,Summer
2024-03-13,Chia Seeds,95,229,350,0,0,18,3,Wednesday,Summer
2024-03-14,Chia Seeds,117,846,404,1,0,18,3,Thursday,Summer
2024-03-15,Chia Seeds,96,750,266,0,0,25,3,Friday,Summer
2024-03-16,Chia Seeds,116,634,336,0,0,20,3,Saturday,Summer
2024-03-17,Chia Seeds,118,516,274,1,0,20,3,Sunday,Summer
2024-03-18,Chia Seeds,98,418,295,0,0,28,3,Monday,Summer
2024-03-19,Chia Seeds,101,317,412,0,0,34,3,Tuesday,Summer
2024-03-20,Chia Seeds,97,220,414,0,0,25,3,Wednesday,Summer
2024-03-21,Chia Seeds,85,1008,359,0,0,37,3,Thursday,Summer
2024-03-22,Chia Seeds,93,915,362,0,0,30,3,Friday,Summer
2024-03-23,Chia Seeds,110,805,255,0,0,36,3,Saturday,Summer
2024-03-24,Chia Seeds,112,693,295,0,0,25,3,Sunday,Summer
2024-03-25,Chia Seeds,93,600,388,0,0,29,3,Monday,Summer
2024-03-26,Chia Seeds,105,495,260,1,0,21,3,Tuesday,Summer
2024-03-27,Chia Seeds,100,395,305,0,0,25,3,Wednesday,Summer
2024-03-28,Chia Seeds,93,302,279,0,0,29,3,Thursday,Summer
2024-03-29,Chia Seeds,93,209,336,0,0,21,3,Friday,Summer
2024-03-30,Chia Seeds,111,993,307,0,0,24,3,Saturday,Summer
